StoreId,MonthEnd,City,State,ZipCode,OpeningDay,OpenHours,CloseHours,EmployeeCount
3,6/30/2021,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,7/31/2021,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,8/31/2021,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,9/30/2021,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,10/31/2021,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,11/30/2021,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,12/31/2021,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,1/31/2022,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,2/28/2022,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,3/31/2022,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,4/30/2022,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,5/31/2022,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
3,6/30/2022,Myrtle Beach,South Carolina,29577,6/1/2020,11:00 AM,10:00 PM,12
4,12/31/2020,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,1/31/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,2/28/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,3/31/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,4/30/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,5/31/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,6/30/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,7/31/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,8/31/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,9/30/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,10/31/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,11/30/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,12/31/2021,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,1/31/2022,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,9
4,2/28/2022,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,8
4,3/31/2022,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,98
4,4/30/2022,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,8
4,5/31/2022,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,8
4,6/30/2022,Charleston,South Carolina,29401,6/1/2020,11:00 AM,10:00 PM,8
5,12/31/2020,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,1/31/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,2/28/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,3/31/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,4/30/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,5/31/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,6/30/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,7/31/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,8/31/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,9/30/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,10/31/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,11/30/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,12/31/2021,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,1/31/2022,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,2/28/2022,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,3/31/2022,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,4/30/2022,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,5/31/2022,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
5,6/30/2022,Gulf Shores,Alabama,36542,6/1/2020,10:00 AM,9:00 PM,10
6,12/31/2020,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,1
6,1/31/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,1
6,2/28/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,2
6,3/31/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,3
6,4/30/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,2
6,5/31/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,0
6,6/30/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,1
6,7/31/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,1
6,8/31/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,1
6,9/30/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,4
6,10/31/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,5
6,11/30/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,6
6,12/31/2021,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,6
6,1/31/2022,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,6
6,2/28/2022,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,6
6,3/31/2022,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,6
6,4/30/2022,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,6
6,5/31/2022,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,6
6,6/30/2022,Chicago,Illinois,60602,12/1/2020,12:00 PM,9:00 PM,6
7,12/31/2020,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,1/31/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,2/28/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,3/31/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,4/30/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,5/31/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,6/30/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,7/31/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,8/31/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,9/30/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,10/31/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,11/30/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,12/31/2021,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,1/31/2022,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,2/28/2022,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,3/31/2022,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,4/30/2022,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,5/31/2022,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
7,6/30/2022,Long Island,New York,11937,12/1/2020,12:00 PM,9:00 PM,7
8,12/31/2020,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,1/31/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,2/28/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,3/31/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,4/30/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,5/31/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,6/30/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,7/31/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,8/31/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,9/30/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,10/31/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,11/30/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,12/31/2021,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,1/31/2022,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,2/28/2022,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,3/31/2022,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,4/30/2022,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,5/31/2022,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
8,6/30/2022,Breckenridge,Colorado,80424,12/1/2020,12:00 PM,9:00 PM,5
9,12/31/2020,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,1/31/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,2/28/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,3/31/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,4/30/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,5/31/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,6/30/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,7/31/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,8/31/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,9/30/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,10/31/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,11/30/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,12/31/2021,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,1/31/2022,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,2/28/2022,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,3/31/2022,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,4/30/2022,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,5/31/2022,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
9,6/30/2022,Estes Park,Colorado,80517,12/1/2020,12:00 PM,9:00 PM,4
10,5/31/2021,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,6/30/2021,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,7/31/2021,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,8/31/2021,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,9/30/2021,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,10/31/2021,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,11/30/2021,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,12/31/2021,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,1/31/2022,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,2/28/2022,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,3/31/2022,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,4/30/2022,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,5/31/2022,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
10,6/30/2022,Miami,Florida,33131,5/1/2021,11:00 AM,10:00 PM,12
11,5/31/2021,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,6/30/2021,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,7/31/2021,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,8/31/2021,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,9/30/2021,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,10/31/2021,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,11/30/2021,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,12/31/2021,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,1/31/2022,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,2/28/2022,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,3/31/2022,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,4/30/2022,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,5/31/2022,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
11,6/30/2022,Destin,Florida,32541,5/1/2021,11:00 AM,10:00 PM,10
12,8/31/2021,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,9/30/2021,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,10/31/2021,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,11/30/2021,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,12/31/2021,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,1/31/2022,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,2/28/2022,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,3/31/2022,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,4/30/2022,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,5/31/2022,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
12,6/30/2022,Columbus,Ohio,43215,8/1/2021,12:00 PM,9:00 PM,7
13,8/31/2021,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,9/30/2021,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,10/31/2021,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,11/30/2021,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,12/31/2021,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,1/31/2022,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,2/28/2022,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,3/31/2022,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,4/30/2022,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,5/31/2022,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
13,6/30/2022,St. Louis,Missouri,63110,8/1/2021,12:00 PM,9:00 PM,9
